,MAKE,YEAR,MODEL,TRIM,BODY
8312,Smart,2009,Fortwo,Passion,Hatchback
8313,Smart,2009,Fortwo,Passion,Convertible
8314,Subaru,2009,Forester,2.5X Limited,CUV
8315,Subaru,2009,Forester,2.5X Limited,CUV
8316,Subaru,2009,Forester,2.5X Premium,CUV
8317,Subaru,2009,Forester,2.5XT,CUV
8318,Subaru,2009,Forester,2.5XT,CUV
8319,Subaru,2009,Forester,X,CUV
8320,Subaru,2009,Forester,X,CUV
8321,Subaru,2009,Forester,XT,CUV
8322,Subaru,2009,Forester,XT Limited,CUV
8323,Subaru,2009,Forester,XT Limited,CUV
8324,Subaru,2009,Impreza,2.5GT,Hatchback
8325,Subaru,2009,Impreza,2.5GT,Sedan
8326,Subaru,2009,Impreza,2.5i,Sedan
8327,Subaru,2009,Impreza,2.5i,Hatchback
8328,Subaru,2009,Impreza,2.5i,Sedan
8329,Subaru,2009,Impreza,2.5i Premium,Hatchback
8330,Subaru,2009,Impreza,2.5i Premium,Sedan
8331,Subaru,2009,Impreza,2.5i Premium,Hatchback
8332,Subaru,2009,Impreza,Outback Sport,Hatchback
8333,Subaru,2009,Impreza,WRX,Hatchback
8334,Subaru,2009,Impreza,WRX,Hatchback
8335,Subaru,2009,Impreza,WRX,Sedan
8336,Subaru,2009,Impreza,WRX Premium,Sedan
8337,Subaru,2009,Impreza,WRX Premium,Hatchback
8338,Subaru,2009,Impreza,WRX Premium,Sedan
8339,Subaru,2009,Impreza,WRX STI,Hatchback
8340,Subaru,2009,Legacy,2.5 GT,Sedan
8341,Subaru,2009,Legacy,2.5 GT Limited,Sedan
8342,Subaru,2009,Legacy,2.5 GT Spec B,Sedan
8343,Subaru,2009,Legacy,2.5i,Sedan
8344,Subaru,2009,Legacy,2.5i Special Edition,Sedan
8345,Subaru,2009,Legacy,3.0 R Limited,Sedan
8346,Toyota,2010,4Runner,SR5,SUV
8347,Toyota,2010,Avalon,XLS,Sedan
8348,Toyota,2010,Camry,Base,Sedan
8349,Toyota,2010,Camry,LE,Sedan
8350,Toyota,2010,Camry,SE,Sedan
8351,Toyota,2010,Camry,XLE,Sedan
8352,Toyota,2010,Camry Hybrid,NULL,Sedan
8353,Toyota,2010,Corolla,LE,Sedan
8354,Toyota,2010,Corolla,S,Sedan
8355,Toyota,2010,Corolla,XLE,Sedan
8356,Toyota,2010,Corolla Matrix,S,Hatchback
8357,Toyota,2010,Corolla Matrix,NULL,Hatchback
8358,Toyota,2010,FJ Cruiser,NULL,SUV
8359,Toyota,2010,Highlander,Limited,CUV
8360,Toyota,2010,Highlander,Sport,CUV
8361,Toyota,2010,Highlander Hybrid,Limited,CUV
8362,Toyota,2010,Land Cruiser,NULL,SUV
8363,Toyota,2010,Prius Hybrid,II,Hatchback
8364,Toyota,2010,Prius Hybrid,IV,Hatchback
8365,Toyota,2010,Prius Hybrid,V,Hatchback
8366,Toyota,2010,RAV4,Limited,CUV
8367,Toyota,2010,RAV4,Sport,CUV
8368,Toyota,2010,RAV4,NULL,CUV
8369,Toyota,2010,Sequoia,Limited,SUV
8370,Toyota,2010,Sequoia,SR5,SUV
8371,Toyota,2010,Sienna,CE 7 Passenger,Minivan
8372,Toyota,2010,Sienna,LE 7 Passenger,Minivan
8373,Toyota,2010,Sienna,Limited,Minivan
8374,Toyota,2010,Tacoma,I4,Ext. Cab Pickup
8375,Toyota,2010,Tacoma,PreRunner,Ext. Cab Pickup
8376,Toyota,2010,Tacoma,PreRunner V6,Crew Cab Pickup
8377,Toyota,2010,Tacoma,V6,Crew Cab Pickup
8378,Toyota,2010,Tacoma,NULL,Regular Cab Pickup
8379,Toyota,2010,Tacoma,NULL,Regular Cab Pickup
8380,Toyota,2010,Tundra,Limited,Crew Cab Pickup
8381,Toyota,2010,Tundra,NULL,Crew Cab Pickup
8382,Toyota,2010,Tundra,NULL,Ext. Cab Pickup
8383,Toyota,2010,Tundra,NULL,Regular Cab Pickup
8384,Toyota,2010,Tundra,NULL,Ext. Cab Pickup
8385,Toyota,2010,Venza,NULL,CUV
8386,Toyota,2010,Venza,NULL,CUV
8387,Toyota,2010,Yaris,NULL,Sedan
8388,Toyota,2010,Yaris,NULL,Hatchback
8389,Toyota,2010,Yaris,NULL,Hatchback
8390,Toyota,2010,Yaris,NULL,Sedan
8391,Volkswagen,2010,CC,Luxury,Sedan
8392,Volkswagen,2010,CC,Sport,Sedan
8393,Volkswagen,2010,Eos,Lux,Convertible
8394,Volkswagen,2010,Golf,2.5L,Hatchback
8395,Volkswagen,2010,Golf,2.5L,Hatchback
8396,Ford,2010,Escape,Limited,CUV
8397,Ford,2010,Escape,XLS,CUV
8398,Ford,2010,Escape,XLT,CUV
8399,Ford,2010,Escape Hybrid,LIMITED,CUV
8400,Ford,2010,Escape Hybrid,NULL,CUV
8401,Ford,2010,Expedition,Limited,SUV
8402,Ford,2010,Expedition,XLT,SUV
8403,Ford,2010,Expedition EL,Limited,SUV
8404,Ford,2010,Explorer,Eddie Bauer,SUV
8405,Ford,2010,Explorer,Limited,SUV
8406,Ford,2010,Explorer,XLT,SUV
8407,Ford,2010,Explorer Sport Trac,XLT,SUT
8408,Ford,2010,F-150,Lariat,Crew Cab Pickup
8409,Ford,2010,F-150,SVT Raptor,Ext. Cab Pickup
8410,Ford,2010,F-150,XL,Regular Cab Pickup
8411,Ford,2010,F-150,XLT,Ext. Cab Pickup
8412,Ford,2010,F-150,XLT,Crew Cab Pickup
8413,Ford,2010,F-250 SD,Lariat,Crew Cab Pickup
8414,Ford,2010,F-250 SD,Lariat,Ext. Cab Pickup
8415,Ford,2010,F-250 SD,XL,Ext. Cab Pickup
8416,Ford,2010,F-250 SD,XL,Regular Cab Pickup
8417,Ford,2010,F-250 SD,XLT,Crew Cab Pickup
8418,Ford,2010,F-350 SD,Cabela,Crew Cab Pickup
8419,Ford,2010,F-350 SD,Lariat,Crew Cab Pickup
8420,Ford,2010,F-350 SD,XL,Regular Cab Pickup
8421,Ford,2010,F-350 SD,XL,Ext. Cab Pickup
8422,Ford,2010,F-350 SD DRW,XLT,Crew Cab Pickup
8423,Ford,2010,Flex,Limited,CUV
8424,Ford,2010,Flex,SEL,CUV
8425,Ford,2010,Focus,SE,Coupe
8426,Ford,2010,Focus,SE,Sedan
8427,Ford,2010,Focus,SE,Coupe
8428,Ford,2010,Focus,SEL,Sedan
8429,Ford,2010,Focus,SES,Sedan
8430,Ford,2010,Focus,SES,Coupe
8431,Ford,2010,Fusion,SE,Sedan
8432,Ford,2010,Fusion,SEL,Sedan
8433,Ford,2010,Fusion,Sport,Sedan
8434,Ford,2010,Fusion Hybrid,NULL,Sedan
8435,Ford,2010,Mustang,GT,Convertible
8436,Ford,2010,Mustang,GT Premium,Coupe
8437,Ford,2010,Mustang,V6,Coupe
8438,Ford,2010,Mustang,V6 Premium,Coupe
8439,Ford,2010,Mustang,V6 Premium,Convertible
8440,Ford,2010,Ranger,XL,Regular Cab Pickup
8441,Ford,2010,Ranger,XLT,Ext. Cab Pickup
8442,Ford,2010,Shelby,GT500,Coupe
8443,Ford,2010,Shelby,GT500,Convertible
8444,Ford,2010,Taurus,Limited,Sedan
8445,Ford,2010,Taurus,SEL,Sedan
8446,Ford,2010,Taurus,SHO,Sedan
8447,Ford,2010,Transit Connect,XLT,Passenger Van
8448,Ford,2010,Transit Connect,XLT,Passenger Van
8449,Ford,2010,Transit Connect Cargo,XL,Cargo Van
8450,Ford,2010,Transit Connect Cargo,XLT,Cargo Van
8451,GMC,2010,Acadia,SL,CUV
8452,GMC,2010,Acadia,SLT-2,CUV
8453,GMC,2010,Canyon,SLE,Crew Cab Pickup
8454,GMC,2010,Canyon,SLE,Ext. Cab Pickup
8455,GMC,2010,Canyon,WT,Regular Cab Pickup
8456,GMC,2010,Savana 3500,Extended 1LT,Passenger Van
8457,GMC,2010,Savana Cargo 1500,NULL,Cargo Van
8458,GMC,2010,Savana Cargo 1500,NULL,Cargo Van
8459,GMC,2010,Sierra 1500,Denali,Crew Cab Pickup
8460,GMC,2010,Sierra 1500,SLE,Ext. Cab Pickup
8461,GMC,2010,Sierra 1500,SLE,Crew Cab Pickup
8462,GMC,2010,Sierra 1500,WT,Regular Cab Pickup
8463,GMC,2010,Sierra 1500,WT,Ext. Cab Pickup
8464,GMC,2010,Sierra 2500HD,SLE,Crew Cab Pickup
8465,GMC,2010,Sierra 2500HD,WT,Regular Cab Pickup
8466,GMC,2010,Sierra 2500HD,WT,Ext. Cab Pickup
8467,GMC,2010,Sierra 3500HD,WT,Ext. Cab Pickup
8468,GMC,2010,Sierra 3500HD DRW,SLT,Crew Cab Pickup
8469,GMC,2010,Sierra Hybrid,NULL,Crew Cab Pickup
8470,GMC,2010,Terrain,SLE-1,CUV
8471,GMC,2010,Terrain,SLT-1,CUV
8472,GMC,2010,Yukon,Denali,SUV
8473,GMC,2010,Yukon,Denali,SUV
8474,GMC,2010,Yukon Hybrid,Denali,SUV
8475,GMC,2010,Yukon XL,SLE,SUV
8476,Honda,2010,Accord,EX,Sedan
8477,Honda,2010,Accord,EX,Coupe
8478,Honda,2010,Accord,EX-L,Sedan
8479,Honda,2010,Accord,EX-L,Coupe
8480,Honda,2010,Accord,EX-L V-6,Coupe
8481,Honda,2010,Accord,EX-L V-6,Sedan
8482,Honda,2010,Accord,LX,Sedan
8483,Honda,2010,Accord,LX Premium,Sedan
8484,Honda,2010,Accord,LX-S,Coupe
8485,Honda,2010,Accord Crosstour,EX,CUV
8486,Honda,2010,Accord Crosstour,EX-L,CUV
8487,Honda,2010,Civic,DX,Sedan
8488,Honda,2010,Civic,DX,Coupe
8489,Honda,2010,Civic,EX,Sedan
8490,Honda,2010,Civic,EX,Coupe
8491,Honda,2010,Civic,EX-L,Sedan
8492,Honda,2010,Civic,EX-L,Coupe
8493,Honda,2010,Civic,GX,Sedan
8494,Honda,2010,Civic,LX,Sedan
8495,Honda,2010,Civic,LX,Coupe
8496,Infiniti,2010,EX,EX35 Journey,CUV
8497,Infiniti,2010,FX,FX35,CUV
8498,Infiniti,2010,FX,FX50,CUV
8499,Infiniti,2010,G Convertible,G37 Convertible,Convertible
8500,Infiniti,2010,G Coupe,G37 Journey,Coupe
8501,Infiniti,2010,G Coupe,G37 Journey,Coupe
8502,Infiniti,2010,G Sedan,G37S Journey,Sedan
8503,Infiniti,2010,G Sedan,G37x,Sedan
8504,Infiniti,2010,M,M45,Sedan
8505,Infiniti,2010,QX,QX56,SUV
8506,Jaguar,2010,XF,Premium,Sedan
8507,Jaguar,2010,XF,R,Sedan
8508,Jaguar,2010,XK,R,Convertible
8509,Jaguar,2010,XK,R,Coupe
8510,Jaguar,2010,XK,NULL,Convertible
8511,Jaguar,2010,XK,NULL,Coupe
8512,Jeep,2010,Commander,Limited,SUV
8513,Jeep,2010,Compass,Sport,CUV
8514,Jeep,2010,Grand Cherokee,Laredo,SUV
8515,Jeep,2010,Grand Cherokee,Limited,SUV
8516,Jeep,2010,Grand Cherokee,SRT8,SUV
8517,Jeep,2010,Liberty,Limited,CUV
8518,Jeep,2010,Liberty,Sport,CUV
8519,Jeep,2010,Patriot,Limited,CUV
8520,Jeep,2010,Wrangler,Rubicon,SUV
8521,Jeep,2010,Wrangler,Sport,SUV
8522,Jeep,2010,Wrangler Unlimited,Rubicon,SUV
8523,Jeep,2010,Wrangler Unlimited,Sport,SUV
8524,Kia,2010,Forte,EX,Sedan
8525,Kia,2010,Forte,LX,Sedan
8526,Kia,2010,Forte Koup,EX,Coupe
8527,Kia,2010,Forte Koup,SX,Coupe
8528,Kia,2010,Optima,SX,Sedan
8529,Kia,2010,Rio,LX,Sedan
8530,Kia,2010,Rio,SX,Sedan
8531,Kia,2010,Rio5,LX,Hatchback
8532,Kia,2010,Rio5,SX,Hatchback
8533,Kia,2010,Sedona,EX,Minivan
8534,Kia,2010,Soul,!,Wagon
8535,Kia,2010,Soul,Sport,Wagon
8536,Kia,2010,Sportage,EX,CUV
8537,Kia,2010,Sportage,LX,CUV
8538,Lamborghini,2010,Gallardo,LP560-4,Roadster
8539,Lamborghini,2010,Murcielago,LP 640 Super Veloce,Coupe
8540,Land Rover,2010,LR2,HSE,SUV
8541,Land Rover,2010,LR4,NULL,CUV
8542,Land Rover,2010,Range Rover,HSE,SUV
8543,Land Rover,2010,Range Rover Sport,HSE,SUV
8544,Lexus,2010,ES,ES350,Sedan
8545,Lexus,2010,GS,GS350,Sedan
8546,Cadillac,2010,STS,Luxury,Sedan
8547,Chevrolet,2010,Avalanche,LT,SUT
8548,Chevrolet,2010,Aveo,1LT,Sedan
8549,Chevrolet,2010,Aveo5,1LT,Hatchback
8550,Chevrolet,2010,Camaro,1LT,Coupe
8551,Chevrolet,2010,Camaro,2LT,Coupe
8552,Chevrolet,2010,Camaro,2SS,Coupe
8553,Chevrolet,2010,Camaro,LS,Coupe
8554,Chevrolet,2010,Cobalt,1VL,Sedan
8555,Chevrolet,2010,Cobalt,LS,Sedan
8556,Chevrolet,2010,Cobalt,LT,Sedan
8557,Chevrolet,2010,Cobalt,LT,Coupe
8558,Chevrolet,2010,Cobalt,SS,Coupe
8559,Chevrolet,2010,Cobalt,XFE,Coupe
8560,Chevrolet,2010,Colorado,1LT,Ext. Cab Pickup
8561,Chevrolet,2010,Colorado,1LT,Crew Cab Pickup
8562,Chevrolet,2010,Colorado,WT,Regular Cab Pickup
8563,Chevrolet,2010,Corvette,Grand Sport,Roadster
8564,Chevrolet,2010,Corvette,Z06,Coupe
8565,Chevrolet,2010,Corvette,ZR-1,Coupe
8566,Chevrolet,2010,Corvette,NULL,Coupe
8567,Chevrolet,2010,Corvette,NULL,Roadster
8568,Chevrolet,2010,Equinox,2LT,CUV
8569,Chevrolet,2010,Equinox,LS,CUV
8570,Chevrolet,2010,Equinox,LTZ,CUV
8571,Chevrolet,2010,Express 3500,LT Extended,Passenger Van
8572,Chevrolet,2010,Express Cargo 1500,NULL,Cargo Van
8573,Chevrolet,2010,Express Cargo 2500,NULL,Cargo Van
8574,Chevrolet,2010,HHR,LS,Wagon
8575,Chevrolet,2010,HHR,Panel LS,Wagon
8576,Chevrolet,2010,HHR,SS,Wagon
8577,Chevrolet,2010,Impala,LT,Sedan
8578,Chevrolet,2010,Impala,LT,Sedan
8579,Chevrolet,2010,Impala,LTZ,Sedan
8580,Chevrolet,2010,Malibu,1LS,Sedan
8581,Chevrolet,2010,Malibu,2LT,Sedan
8582,Chevrolet,2010,Malibu,LTZ,Sedan
8583,Chevrolet,2010,Silverado 1500,LS,Crew Cab Pickup
8584,Chevrolet,2010,Silverado 1500,LT,Ext. Cab Pickup
8585,Chevrolet,2010,Silverado 1500,LTZ,Crew Cab Pickup
8586,Chevrolet,2010,Silverado 1500,WT,Regular Cab Pickup
8587,Chevrolet,2010,Silverado 1500,WT,Ext. Cab Pickup
8588,Chevrolet,2010,Silverado 2500HD,LTZ,Crew Cab Pickup
8589,Chevrolet,2010,Silverado 2500HD,WT,Regular Cab Pickup
8590,Chevrolet,2010,Silverado 3500,WT,Regular Cab Pickup
8591,Chevrolet,2010,Silverado 3500HD,LTZ,Crew Cab Pickup
8592,Chevrolet,2010,Silverado Hybrid,1HY,Crew Cab Pickup
8593,Chevrolet,2010,Suburban 1500,LTZ,SUV
8594,Chevrolet,2010,Tahoe,LS,SUV
8595,Chevrolet,2010,Tahoe,LTZ,SUV
8596,Honda,2009,Element,EX,CUV
8597,Honda,2009,Element,LX,CUV
8598,Honda,2009,Element,SC,CUV
8599,Honda,2009,FCX Clarity,NULL,Sedan
8600,Honda,2009,Fit,Sport,Hatchback
8601,Honda,2009,Fit,Sport,Hatchback
8602,Honda,2009,Fit,NULL,Hatchback
8603,Honda,2009,Odyssey,EX,Minivan
8604,Honda,2009,Odyssey,EX-L,Minivan
8605,Honda,2009,Odyssey,LX,Minivan
8606,Honda,2009,Odyssey,Touring,Minivan
8607,Honda,2009,Pilot,EX,SUV
8608,Honda,2009,Pilot,EX-L,SUV
8609,Honda,2009,Pilot,LX,SUV
8610,Honda,2009,Pilot,LX,SUV
8611,Honda,2009,Pilot,Touring,SUV
8612,Honda,2009,Ridgeline,RT,SUT
8613,Honda,2009,Ridgeline,RTL,SUT
8614,Honda,2009,Ridgeline,RTS,SUT
8615,Honda,2009,S2000,CR,Roadster
8616,Honda,2009,S2000,NULL,Roadster
8617,Hummer,2009,H2,Limited Edition,SUV
8618,Hummer,2009,H2,NULL,SUV
8619,Hummer,2009,H3,Alpha,SUV
8620,Hummer,2009,H3,x,SUV
8621,Hummer,2009,H3T,NULL,Crew Cab Pickup
8622,Hyundai,2009,Accent,GLS,Sedan
8623,Hyundai,2009,Accent,GS,Hatchback
8624,Hyundai,2009,Accent,GS,Hatchback
8625,Hyundai,2009,Azera,GLS,Sedan
8626,Hyundai,2009,Azera,Limited,Sedan
8627,Hyundai,2009,Elantra,GLS,Sedan
8628,Hyundai,2009,Elantra,SE,Sedan
8629,Hyundai,2009,Elantra,Touring,Wagon
8630,Hyundai,2009,Elantra,Touring,Wagon
8631,Hyundai,2009,Genesis,3.8,Sedan
8632,Hyundai,2009,Genesis,3.8,Sedan
8633,Hyundai,2009,Santa Fe,SE,CUV
8634,Hyundai,2009,Sonata,GLS,Sedan
8635,Hyundai,2009,Sonata,GLS Pzev,Sedan
8636,Hyundai,2009,Sonata,Limited,Sedan
8637,Hyundai,2009,Sonata,Limited V6,Sedan
8638,Hyundai,2009,Sonata,Limited V6,Sedan
8639,Hyundai,2009,Tucson,GLS,CUV
8640,Hyundai,2009,Veracruz,GLS,CUV
8641,Hyundai,2009,Veracruz,Limited,CUV
8642,Infiniti,2009,EX,EX35 Journey,CUV
8643,Infiniti,2009,EX,EX35 Journey,CUV
8644,Infiniti,2009,FX,FX35,CUV
8645,Infiniti,2009,FX,FX50 S,CUV
8646,Toyota,2009,RAV4,Limited,CUV
8647,Toyota,2009,RAV4,Sport,CUV
8648,Toyota,2009,RAV4,NULL,CUV
8649,Toyota,2009,RAV4,NULL,CUV
8650,Toyota,2009,Sienna,CE 7 Passenger,Minivan
8651,Toyota,2009,Sienna,XLE,Minivan
8652,Toyota,2009,Sienna,XLE,Minivan
8653,Toyota,2009,Tacoma,I4,Ext. Cab Pickup
8654,Toyota,2009,Tacoma,PreRunner V6,Ext. Cab Pickup
8655,Toyota,2009,Tacoma,PreRunner V6,Crew Cab Pickup
8656,Toyota,2009,Tacoma,SR5,Ext. Cab Pickup
8657,Toyota,2009,Tacoma,NULL,Regular Cab Pickup
8658,Toyota,2009,Tacoma,NULL,Crew Cab Pickup
8659,Toyota,2009,Tundra,SR5,Ext. Cab Pickup
8660,Toyota,2009,Tundra,SR5,Crew Cab Pickup
8661,Toyota,2009,Venza,NULL,CUV
8662,Toyota,2009,Venza,NULL,CUV
8663,Toyota,2009,Yaris,S,Sedan
8664,Toyota,2009,Yaris,S,Hatchback
8665,Toyota,2009,Yaris,S,Hatchback
8666,Toyota,2009,Yaris,NULL,Hatchback
8667,Toyota,2009,Yaris,NULL,Hatchback
8668,Toyota,2009,Yaris,NULL,Sedan
8669,Volkswagen,2009,CC,2.0T,Sedan
8670,Volkswagen,2009,CC,Sport,Sedan
8671,Volkswagen,2009,CC,VR6,Sedan
8672,Volkswagen,2009,Eos,Komfort,Convertible
8673,Volkswagen,2009,GLI,NULL,Sedan
8674,Volkswagen,2009,GTI,NULL,Hatchback
8675,Volkswagen,2009,GTI,NULL,Hatchback
8676,Volkswagen,2009,Jetta,S,Sedan
8677,Volkswagen,2009,Jetta,SE,Sedan
8678,Volkswagen,2009,Jetta,SportWagen S,Wagon
8679,Volkswagen,2009,Jetta,SportWagen SE,Wagon
8680,Volkswagen,2009,Jetta,TDI,Sedan
8681,Volkswagen,2009,New Beetle,S,Convertible
8682,Volkswagen,2009,New Beetle,NULL,Hatchback
8683,Volkswagen,2009,Passat,2.0T,Wagon
8684,Volkswagen,2009,Passat,Komfort,Sedan
8685,Volkswagen,2009,Passat,KOMFORT,Wagon
8686,Volkswagen,2009,Rabbit,S,Hatchback
8687,Volkswagen,2009,Rabbit,S,Hatchback
8688,Volkswagen,2009,Rabbit,S,Hatchback
8689,Volkswagen,2009,Routan,SE,Minivan
8690,Volkswagen,2009,Routan,SEL,Minivan
8691,Volkswagen,2009,Tiguan,S,CUV
8692,Volkswagen,2009,Tiguan,SE,CUV
8693,Volkswagen,2009,Touareg 2,VR6,SUV
8694,Volvo,2009,C30,T5 A,Hatchback
8695,Volvo,2009,C30,T5 R-Design,Hatchback
8696,Subaru,2009,Legacy,3.0R,Sedan
8697,Subaru,2009,Outback,2.5 XT Limited,Wagon
8698,Subaru,2009,Outback,2.5 XT Limited,Wagon
8699,Subaru,2009,Outback,2.5i Base,Wagon
8700,Subaru,2009,Outback,2.5i Limited,Wagon
8701,Subaru,2009,Outback,2.5i Special Edition,Wagon
8702,Subaru,2009,Outback,3.0 R Limited,Wagon
8703,Subaru,2009,Outback,3.0 R Limited,Wagon
8704,Subaru,2009,Tribeca,5-Passenger Limited,CUV
8705,Subaru,2009,Tribeca,Limited,CUV
8706,Suzuki,2009,Equator,NULL,Crew Cab Pickup
8707,Suzuki,2009,Equator,NULL,Ext. Cab Pickup
8708,Suzuki,2009,Equator,NULL,Ext. Cab Pickup
8709,Suzuki,2009,Grand Vitara,Luxury,SUV
8710,Suzuki,2009,Grand Vitara,NULL,SUV
8711,Suzuki,2009,SX4 Crossover,Touring,Hatchback
8712,Suzuki,2009,SX4 Crossover,NULL,Hatchback
8713,Suzuki,2009,SX4 Sport,NULL,Sedan
8714,Suzuki,2009,SX4 Sport,NULL,Sedan
8715,Suzuki,2009,SX4 Sport,NULL,Sedan
8716,Suzuki,2009,XL7,Limited,SUV
8717,Toyota,2009,4Runner,Limited,SUV
8718,Toyota,2009,4Runner,Sport,SUV
8719,Toyota,2009,4Runner,SR5,SUV
8720,Toyota,2009,Avalon,LTD,Sedan
8721,Toyota,2009,Camry,LE,Sedan
8722,Toyota,2009,Camry,LE I4,Sedan
8723,Toyota,2009,Camry,SE,Sedan
8724,Toyota,2009,Camry,XLE,Sedan
8725,Toyota,2009,Camry,NULL,Sedan
8726,Toyota,2009,Camry Hybrid,NULL,Sedan
8727,Toyota,2009,Corolla,LE,Sedan
8728,Toyota,2009,Corolla,S,Sedan
8729,Toyota,2009,Corolla,XLE,Sedan
8730,Toyota,2009,Corolla,XRS,Sedan
8731,Toyota,2009,Corolla,XRS,Sedan
8732,Toyota,2009,Corolla,NULL,Sedan
8733,Toyota,2009,Corolla Matrix,S,Hatchback
8734,Toyota,2009,Corolla Matrix,XRS,Hatchback
8735,Toyota,2009,Corolla Matrix,XRS,Hatchback
8736,Toyota,2009,Corolla Matrix,NULL,Hatchback
8737,Toyota,2009,FJ Cruiser,NULL,SUV
8738,Toyota,2009,Highlander,Limited,CUV
8739,Toyota,2009,Highlander,Sport,CUV
8740,Toyota,2009,Highlander,NULL,CUV
8741,Toyota,2009,Highlander Hybrid,Limited,CUV
8742,Toyota,2009,Highlander Hybrid,NULL,CUV
8743,Toyota,2009,Land Cruiser,NULL,SUV
8744,Toyota,2009,Prius Hybrid,NULL,Hatchback
8745,Toyota,2009,Prius Hybrid,NULL,Hatchback
8746,Ford,2009,Escape,Limited,CUV
8747,Ford,2009,Escape,XLS,CUV
8748,Ford,2009,Escape,XLT,CUV
8749,Ford,2009,Escape Hybrid,LIMITED,CUV
8750,Ford,2009,Escape Hybrid,NULL,CUV
8751,Ford,2009,Expedition,XLT,SUV
8752,Ford,2009,Explorer,Limited,SUV
8753,Ford,2009,Explorer Sport Trac,XLT,SUT
8754,Ford,2009,F-150,FX4,Crew Cab Pickup
8755,Ford,2009,F-150,FX4,Crew Cab Pickup
8756,Ford,2009,F-150,STX,Regular Cab Pickup
8757,Ford,2009,F-150,STX (SUPERCAB),Ext. Cab Pickup
8758,Ford,2009,F-150,XL,Regular Cab Pickup
8759,Ford,2009,F-150,XLT,Ext. Cab Pickup
8760,Ford,2009,F-150,XLT,Crew Cab Pickup
8761,Ford,2009,F-250 SD,FX4,Crew Cab Pickup
8762,Ford,2009,F-250 SD,Lariat,Crew Cab Pickup
8763,Ford,2009,F-250 SD,XL,Regular Cab Pickup
8764,Ford,2009,F-250 SD,XL,Ext. Cab Pickup
8765,Ford,2009,F-350 SD,FX4,Crew Cab Pickup
8766,Ford,2009,F-350 SD,Lariat,Crew Cab Pickup
8767,Ford,2009,F-350 SD,XL,Regular Cab Pickup
8768,Ford,2009,F-450 SD DRW,XLT,Ext. Cab Pickup
8769,Ford,2009,Flex,Limited,CUV
8770,Ford,2009,Flex,SE,CUV
8771,Ford,2009,Flex,SE,CUV
8772,Ford,2009,Flex,SEL,CUV
8773,Ford,2009,Focus,S,Sedan
8774,Ford,2009,Focus,SE,Sedan
8775,Ford,2009,Focus,SE,Coupe
8776,Ford,2009,Focus,SEL,Sedan
8777,Ford,2009,Focus,SES,Sedan
8778,Ford,2009,Focus,SES,Coupe
8779,Ford,2009,Fusion,S,Sedan
8780,Ford,2009,Fusion,SE,Sedan
8781,Ford,2009,Fusion,SE,Sedan
8782,Ford,2009,Fusion,SEL,Sedan
8783,Ford,2009,Fusion,SEL V6,Sedan
8784,Ford,2009,Mustang,GT Deluxe,Coupe
8785,Ford,2009,Mustang,GT Premium,Coupe
8786,Ford,2009,Mustang,GT Premium,Convertible
8787,Ford,2009,Mustang,V6 Deluxe,Coupe
8788,Ford,2009,Mustang,V6 Premium,Coupe
8789,Ford,2009,Mustang,V6 Premium,Convertible
8790,Ford,2009,Ranger,Sport,Ext. Cab Pickup
8791,Ford,2009,Ranger,Sport,Ext. Cab Pickup
8792,Ford,2009,Ranger,XL,Regular Cab Pickup
8793,Ford,2009,Shelby,GT500,Coupe
8794,Ford,2009,Taurus,Limited,Sedan
8795,Ford,2009,Taurus,SEL,Sedan
8796,Chevrolet,2009,Aveo5,LS,Hatchback
8797,Chevrolet,2009,Cobalt,LS,Sedan
8798,Chevrolet,2009,Cobalt,LS,Coupe
8799,Chevrolet,2009,Cobalt,LT,Sedan
8800,Chevrolet,2009,Cobalt,LT,Coupe
8801,Chevrolet,2009,Colorado,LT,Crew Cab Pickup
8802,Chevrolet,2009,Colorado,LT,Ext. Cab Pickup
8803,Chevrolet,2009,Colorado,WT,Regular Cab Pickup
8804,Chevrolet,2009,Corvette,LT3,Roadster
8805,Chevrolet,2009,Corvette,Z06,Coupe
8806,Chevrolet,2009,Corvette,ZR-1,Coupe
8807,Chevrolet,2009,Corvette,NULL,Coupe
8808,Chevrolet,2009,Equinox,LS,CUV
8809,Chevrolet,2009,Equinox,LTZ,CUV
8810,Chevrolet,2009,Express 2500,LS,Passenger Van
8811,Chevrolet,2009,Express 3500,NULL,Passenger Van
8812,Chevrolet,2009,Express Cargo 1500,NULL,Cargo Van
8813,Chevrolet,2009,Express Cargo 2500,NULL,Cargo Van
8814,Chevrolet,2009,HHR,LS,Wagon
8815,Chevrolet,2009,HHR,LT,Wagon
8816,Chevrolet,2009,HHR,SS,Wagon
8817,Chevrolet,2009,Impala,LT,Sedan
8818,Chevrolet,2009,Impala,LT,Sedan
8819,Chevrolet,2009,Malibu,LS,Sedan
8820,Chevrolet,2009,Malibu,1LT,Sedan
8821,Chevrolet,2009,Malibu,LTZ,Sedan
8822,Chevrolet,2009,Malibu Hybrid,NULL,Sedan
8823,Chevrolet,2009,Silverado 1500,LS,Regular Cab Pickup
8824,Chevrolet,2009,Silverado 1500,LS,Crew Cab Pickup
8825,Chevrolet,2009,Silverado 1500,LT1,Crew Cab Pickup
8826,Chevrolet,2009,Silverado 1500,LT1,Ext. Cab Pickup
8827,Chevrolet,2009,Silverado 2500HD,LT,Crew Cab Pickup
